customer_id,first_name,last_name,email,phone,registration_date,city,state,country,age_group
CUST0102,Gregory,Cox,gregory.cox102@example.com,772-393-5607,2023-01-07,Castanedachester,Maryland,Mozambique,46-60
CUST0103,Aaron,White,aaron.white103@example.com,691.920.3762x2214,2024-04-13,North Lydiaview,New York,Bulgaria,26-35
CUST0104,Adam,Kelly,adam.kelly104@example.com,(617)459-6745,2024-02-27,Lake Brandon,Illinois,Bahrain,36-45
CUST0105,Brent,Carr,brent.carr105@example.com,481-463-6722x2169,2024-03-27,North Tommy,Georgia,Saint Barthelemy,36-45
CUST0106,Jeanne,Harris,jeanne.harris106@example.com,480.853.0208x75523,2024-08-30,Baileystad,Pennsylvania,United Kingdom,60+
CUST0107,Wayne,Hill,wayne.hill107@example.com,+1-824-693-5811x52349,2023-01-16,Sanchezhaven,Kansas,Western Sahara,46-60
CUST0108,Alan,Phelps,alan.phelps108@example.com,470-557-1518x2961,2024-08-04,Andersonmouth,Texas,Israel,26-35
CUST0109,Louis,Cole,louis.cole109@example.com,(508)729-7026x8449,2023-08-21,South Shawn,Ohio,Peru,60+
CUST0110,Kenneth,Torres,kenneth.torres110@example.com,6569960016,2024-02-20,Triciaburgh,Alabama,Western Sahara,18-25
CUST0111,Lisa,Hill,lisa.hill111@example.com,812-453-9504,2023-12-15,New Jeffreyville,North Dakota,Canada,26-35
CUST0112,Christine,Young,christine.young112@example.com,001-955-463-4998x00137,2024-10-07,Port Kimberlyhaven,Nevada,Grenada,36-45
CUST0113,Paul,Bowen,paul.bowen113@example.com,555-259-8373,2023-01-24,West Teresa,South Carolina,Guadeloupe,36-45
CUST0114,Melinda,Shaw,melinda.shaw114@example.com,9976589526,2023-12-05,Jasonhaven,Iowa,Belize,46-60
CUST0115,Daniel,Gonzalez,daniel.gonzalez115@example.com,8307415613,2023-03-27,Coxland,Wyoming,Tonga,26-35
CUST0116,James,Hoffman,james.hoffman116@example.com,9366988874,2024-12-07,Lynnfurt,Oklahoma,Seychelles,36-45
CUST0117,Shannon,Garcia,shannon.garcia117@example.com,001-832-400-6657x81330,2024-08-01,Lake Daltontown,Idaho,Denmark,36-45
CUST0118,James,Atkinson,james.atkinson118@example.com,001-407-951-1559x843,2024-07-17,North Kevin,Maine,Malawi,18-25
CUST0119,Emily,Burnett,emily.burnett119@example.com,338.904.7987x2649,2024-02-14,New Sean,Florida,Gambia,18-25
CUST0120,Nathan,Taylor,nathan.taylor120@example.com,+1-891-780-3181,2023-04-17,Lake Meagan,Tennessee,Saint Pierre and Miquelon,36-45
CUST0121,Meagan,Brown,meagan.brown121@example.com,628-528-4031,2023-04-17,South Oscarside,Oklahoma,Uzbekistan,36-45
CUST0122,Matthew,Osborn,matthew.osborn122@example.com,+1-632-717-0717x1198,2023-02-09,West Lisashire,Texas,Guyana,18-25
CUST0123,James,Baldwin,james.baldwin123@example.com,827.538.8216x147,2023-06-08,Lake Kara,Michigan,Israel,26-35
CUST0124,Robyn,Diaz,robyn.diaz124@example.com,+1-813-512-0573x5844,2023-10-04,Quinnside,Washington,Cameroon,60+
CUST0125,Ryan,Castro,ryan.castro125@example.com,+1-704-426-4766x9364,2023-11-27,Mistystad,Missouri,Western Sahara,18-25
CUST0126,Suzanne,Campbell,suzanne.campbell126@example.com,327.337.7844x08230,2023-04-28,Phillipsfort,Texas,Saint Kitts and Nevis,26-35
CUST0127,John,Smith,john.smith127@example.com,001-385-792-4098x9324,2024-09-08,Port Aaronburgh,Georgia,Burkina Faso,46-60
CUST0128,Joseph,Roth,joseph.roth128@example.com,476.761.9201,2024-06-17,Amyton,South Carolina,Saint Pierre and Miquelon,36-45
CUST0129,Gregory,Walker,gregory.walker129@example.com,001-521-339-7910x0389,2024-10-12,Watkinsshire,Illinois,Christmas Island,60+
CUST0130,Angela,Hopkins,angela.hopkins130@example.com,702-764-1326,2024-06-21,Danielton,New York,Luxembourg,36-45
CUST0131,Ryan,Cook,ryan.cook131@example.com,(486)733-2332x620,2023-07-18,Berryberg,Kentucky,France,60+
CUST0132,Catherine,Vincent,catherine.vincent132@example.com,+1-417-930-5228,2024-01-07,Gonzalezton,Rhode Island,South Africa,18-25
CUST0133,Brittany,Chen,brittany.chen133@example.com,(931)966-2809x747,2024-08-23,Lake Brandonfurt,Alaska,Reunion,26-35
CUST0134,Cesar,James,cesar.james134@example.com,433.862.8181x66034,2024-11-14,Robertshaven,Nebraska,Tunisia,46-60
CUST0135,Brittney,House,brittney.house135@example.com,385.533.9842x62453,2024-09-02,East Ericview,Colorado,Andorra,60+
CUST0136,Laura,Kelly,laura.kelly136@example.com,409.575.8817x06745,2024-07-08,Lake Troyberg,Florida,Belgium,26-35
CUST0137,Shawn,Hernandez,shawn.hernandez137@example.com,(469)621-8551x983,2024-01-09,Elliottside,Wyoming,Montenegro,18-25
CUST0138,Dawn,Livingston,dawn.livingston138@example.com,4694326963,2024-04-13,Port Susan,Missouri,Tajikistan,46-60
CUST0139,Michelle,Wood,michelle.wood139@example.com,(972)725-6298x35487,2024-07-14,Michelechester,Ohio,Kyrgyz Republic,46-60
CUST0140,Emily,Bell,emily.bell140@example.com,001-282-911-0815x3119,2023-08-14,South Taylor,Washington,Qatar,60+
CUST0141,Craig,Adams,craig.adams141@example.com,(200)807-8832x27346,2023-10-25,South Kevinmouth,New Mexico,British Virgin Islands,46-60
CUST0142,Lisa,Patel,lisa.patel142@example.com,259-673-1310,2023-10-03,Port Benjamin,South Dakota,Barbados,46-60
CUST0143,Emma,Davies,emma.davies143@example.com,(721)675-7932,2024-10-20,Lake Terriburgh,Indiana,Aruba,18-25
CUST0144,Ariel,Cohen,ariel.cohen144@example.com,001-571-465-5248x6591,2023-09-17,Kristashire,Pennsylvania,Gibraltar,60+
CUST0145,Matthew,Owens,matthew.owens145@example.com,762-706-4446x4911,2023-06-18,Jillhaven,Arkansas,Zambia,18-25
CUST0146,Craig,Moore,craig.moore146@example.com,499.704.9076x2727,2023-02-28,North Jimmyfort,Minnesota,Ethiopia,26-35
CUST0147,Tina,Mills,tina.mills147@example.com,001-290-370-3250x48218,2023-12-02,Holmesville,Virginia,New Zealand,26-35
CUST0148,Joseph,Gonzales,joseph.gonzales148@example.com,001-596-584-0018x945,2023-12-15,West Sethhaven,New Hampshire,Western Sahara,26-35
CUST0149,Jeffrey,Mckenzie,jeffrey.mckenzie149@example.com,+1-305-992-4709x549,2023-12-30,West Stephanie,Alaska,Bulgaria,26-35
CUST0150,Cory,Wells,cory.wells150@example.com,(441)316-8509x08198,2023-09-03,Williammouth,New Jersey,Rwanda,60+
CUST0151,Michelle,Hampton,michelle.hampton151@example.com,001-476-904-7334x693,2023-04-04,Lorraineview,Ohio,French Guiana,46-60
CUST0152,Kelly,Schultz,kelly.schultz152@example.com,743.568.6118,2023-10-23,Port Shellyland,Minnesota,Namibia,46-60
CUST0153,Tyler,Kim,tyler.kim153@example.com,880-386-8615x664,2024-02-22,Brittanyside,Indiana,Bahrain,46-60
CUST0154,Martha,Howard,martha.howard154@example.com,001-241-748-3602x93747,2023-10-08,East Helenstad,Maine,Nigeria,26-35
CUST0155,Charles,Valdez,charles.valdez155@example.com,001-910-936-6142,2024-01-15,Erikberg,New York,Western Sahara,36-45
CUST0156,Lori,Berry,lori.berry156@example.com,+1-992-496-8294x9235,2023-09-05,Ericville,Washington,Botswana,60+
CUST0157,Cassandra,Crawford,cassandra.crawford157@example.com,393-796-5763,2023-12-19,Bryanchester,Nebraska,Malawi,60+
CUST0158,Ana,Johnson,ana.johnson158@example.com,001-995-373-9221x525,2024-06-15,Fergusonfort,New Hampshire,Cyprus,46-60
CUST0159,Stacy,Huffman,stacy.huffman159@example.com,(603)764-3322x198,2023-11-24,Frederickview,Connecticut,Puerto Rico,26-35
CUST0160,Angel,Duran,angel.duran160@example.com,+1-372-339-0449,2023-10-28,New Williamland,West Virginia,Cambodia,60+
CUST0161,Jeffrey,Gordon,jeffrey.gordon161@example.com,819.976.7851,2023-08-21,Colemanfort,Pennsylvania,Wallis and Futuna,60+
CUST0162,Alicia,Jackson,alicia.jackson162@example.com,960-543-8768x985,2023-12-11,South Amber,Vermont,Sweden,36-45
CUST0163,Phillip,Davis,phillip.davis163@example.com,447-760-9123,2024-02-03,West Brittanyton,Utah,Japan,46-60
CUST0164,Eric,Morales,eric.morales164@example.com,(512)859-6212x48841,2024-02-01,Lake Allison,Kansas,Bangladesh,60+
CUST0165,Miranda,Morgan,miranda.morgan165@example.com,001-631-234-2764x421,2024-12-16,West Scott,South Dakota,Cote d'Ivoire,18-25
CUST0166,Donna,Roberts,donna.roberts166@example.com,988.253.8242,2024-01-25,Jacksonville,Wisconsin,Iraq,26-35
CUST0167,Matthew,Wells,matthew.wells167@example.com,+1-603-276-9972x1968,2023-08-31,Conleyport,Pennsylvania,Guadeloupe,36-45
CUST0168,Susan,Lara,susan.lara168@example.com,(837)498-9608,2024-04-29,Brittanyland,New Mexico,Bermuda,18-25
CUST0169,Todd,Grimes,todd.grimes169@example.com,001-985-738-9385,2024-11-03,South Nicole,Colorado,Marshall Islands,46-60
CUST0170,Kimberly,Taylor,kimberly.taylor170@example.com,589-766-9319,2024-05-16,East Brandon,Virginia,Mozambique,26-35
CUST0171,Pamela,Scott,pamela.scott171@example.com,5805369901,2024-08-23,New Jennifer,Maine,Austria,26-35
CUST0172,James,Austin,james.austin172@example.com,665-315-2316,2024-09-03,West Michaeltown,Wisconsin,Belgium,26-35
CUST0173,Danielle,Gomez,danielle.gomez173@example.com,+1-553-386-7305,2023-01-17,Krausefurt,Maryland,San Marino,36-45
CUST0174,Erin,Lopez,erin.lopez174@example.com,+1-607-634-0387x900,2023-03-08,New Matthewside,South Carolina,Oman,46-60
CUST0175,Kristopher,Salinas,kristopher.salinas175@example.com,487.418.3201,2023-07-07,Tonyaview,Connecticut,Antigua and Barbuda,26-35
CUST0176,Valerie,Davis,valerie.davis176@example.com,521.243.2660,2023-12-07,Cummingsborough,Montana,Ukraine,60+
CUST0177,Kimberly,Martinez,kimberly.martinez177@example.com,+1-223-615-0658x95445,2024-07-20,Port Kevinview,Rhode Island,Italy,46-60
CUST0178,Sara,Chavez,sara.chavez178@example.com,961-326-4885x5044,2023-05-02,Rhondastad,North Dakota,Moldova,36-45
CUST0179,Gary,Romero,gary.romero179@example.com,+1-449-981-3442x0246,2024-10-23,Allisonmouth,Vermont,Bouvet Island (Bouvetoya),36-45
CUST0180,Jack,Wilson,jack.wilson180@example.com,(814)431-2624x0663,2023-03-22,Aaronmouth,Nevada,Zimbabwe,60+
CUST0181,Gregory,Taylor,gregory.taylor181@example.com,809.692.6296x818,2024-01-30,Veronicaton,Alaska,Saudi Arabia,60+
CUST0182,Catherine,Fields,catherine.fields182@example.com,783.469.4419x53382,2023-12-31,North Mackenzie,North Dakota,Brunei Darussalam,26-35
CUST0183,Adam,Larsen,adam.larsen183@example.com,001-857-718-8181x0439,2024-04-08,Brianshire,Connecticut,Algeria,18-25
CUST0184,Nicholas,Ortiz,nicholas.ortiz184@example.com,+1-564-377-7357,2024-02-09,Jesusfurt,Montana,Cape Verde,26-35
CUST0185,Cory,Allison,cory.allison185@example.com,(920)558-3017,2024-07-11,Hartmanton,Utah,Cook Islands,46-60
CUST0186,Teresa,Nguyen,teresa.nguyen186@example.com,708.875.3007,2023-05-30,Port Wyattchester,Maine,Korea,36-45
CUST0187,Elizabeth,Cole,elizabeth.cole187@example.com,001-977-924-7795x749,2024-04-27,Robinsonland,Delaware,Singapore,26-35
CUST0188,Michelle,Gaines,michelle.gaines188@example.com,+1-356-833-9514x94333,2023-03-27,West Jamesmouth,Maine,Saint Martin,26-35
CUST0189,Luke,Rodriguez,luke.rodriguez189@example.com,(299)653-3029,2024-07-05,Shaneport,Georgia,Kuwait,60+
CUST0190,Stephanie,Hendricks,stephanie.hendricks190@example.com,001-967-217-8540x6798,2023-12-11,West Nicolehaven,Delaware,Congo,60+
CUST0191,Shirley,Smith,shirley.smith191@example.com,919.291.4681,2023-01-19,Brianmouth,Connecticut,Tuvalu,46-60
CUST0192,Brian,Jenkins,brian.jenkins192@example.com,979-625-2964,2023-04-29,Tatefort,Alabama,Monaco,26-35
CUST0193,Gary,Holder,gary.holder193@example.com,(464)659-8209x24288,2024-12-24,Kennethberg,Texas,Svalbard & Jan Mayen Islands,26-35
CUST0194,Christina,Yang,christina.yang194@example.com,(566)786-8956x907,2024-05-02,South Erikaburgh,Indiana,Czech Republic,60+
CUST0195,Jessica,Martinez,jessica.martinez195@example.com,001-313-454-1141x18290,2023-07-07,Lake Melissaville,West Virginia,Albania,18-25
CUST0196,Jeff,Cole,jeff.cole196@example.com,(741)826-0675x855,2023-02-24,Jamesberg,North Dakota,Madagascar,36-45
CUST0197,Angela,Black,angela.black197@example.com,416.870.2804,2024-07-10,Annmouth,Connecticut,Palestinian Territory,26-35
CUST0198,David,Wilson,david.wilson198@example.com,001-432-293-6138x7522,2024-09-10,Dillonport,Kansas,Germany,46-60
CUST0199,Ryan,Pennington,ryan.pennington199@example.com,001-916-796-3444,2023-06-08,Haileyfort,Indiana,Uganda,36-45
CUST0200,Ashley,Wagner,ashley.wagner200@example.com,(296)458-6502x091,2023-05-28,Hodgeschester,Colorado,Chad,60+
CUST0201,Matthew,Cain,matthew.cain201@example.com,(862)465-5765x17640,2024-11-23,Sandersshire,South Dakota,Albania,18-25
CUST0202,Christine,Randolph,christine.randolph202@example.com,001-796-557-0639x038,2023-09-07,Lake Annatown,Vermont,Qatar,36-45
CUST0203,Joshua,Rodriguez,joshua.rodriguez203@example.com,304.674.1896x471,2023-08-22,Jamesbury,North Carolina,Vietnam,36-45
CUST0204,Michael,Doyle,michael.doyle204@example.com,001-367-920-8175,2024-12-17,Amyshire,New Mexico,Austria,26-35
CUST0205,Dana,Moore,dana.moore205@example.com,955.627.5207x390,2023-05-30,Mackfort,Kentucky,Sri Lanka,46-60
CUST0206,Calvin,Cook,calvin.cook206@example.com,+1-968-239-7546x99008,2023-04-24,Perrybury,Alabama,Switzerland,18-25
CUST0207,Sara,Johnson,sara.johnson207@example.com,001-758-723-9877x91406,2024-04-14,North Taramouth,West Virginia,Moldova,36-45
CUST0208,Joseph,Crane,joseph.crane208@example.com,353.554.6885x2615,2024-04-18,West Williamborough,Washington,Somalia,36-45
